First Name,Last Name,Q1_s - 5% (0;inf) [m],Q1_s - 50% (0;inf) [m],Q1_s - 95% (0;inf) [m],Q2_s - 5% (0;inf) [n],Q2_s - 50% (0;inf) [n],Q2_s - 95% (0;inf) [n],Q3_s - 5% (0;100) [%],Q3_s - 50% (0;100) [%],Q3_s - 95% (0;100) [%],Q4_s - 5% (0;inf) [km2],Q4_s - 50% (0;inf) [km2],Q4_s - 95% (0;inf) [km2],Q5_s - 5% (0;inf) [%],Q5_s - 50% (0;inf) [%],Q5_s - 95% (0;inf) [%],Q6_s - 5% (0;inf) [ktons],Q6_s - 50% (0;inf) [ktons],Q6_s - 95% (0;inf) [ktons],Q7_s - 5% (0;inf) [degrees],Q7_s - 50% (0;inf) [degrees],Q7_s - 95% (0;inf) [degrees],Q8_s - 5% (0;100) [%],Q8_s - 50% (0;100) [%],Q8_s - 95% (0;100) [%],Q9_s - 5% (0;inf) [wt%],Q9_s - 50% (0;inf) [wt%],Q9_s - 95% (0;inf) [wt%],Q10_s - 5% (0;inf) [m3],Q10_s - 50% (0;inf) [m3],Q10_s - 95% (0;inf) [m3],Q11_s - 5% (0;inf) [%],Q11_s - 50% (0;inf) [%],Q11_s - 95% (0;inf) [%],Q12_s - 5% (0;100) [wt%],Q12_s - 50% (0;100) [wt%],Q12_s - 95% (0;100) [wt%],Q13_s - 5% (0;inf) [m],Q13_s - 50% (0;inf) [m],Q13_s - 95% (0;inf) [m],Q15_s - 5% (0;100) [%],Q15_s - 50% (0;100) [%],Q15_s - 95% (0;100) [%]
Exp4,,5950,5980,6000,2500000,3000000,3500000,40,60,80,100,300,900,5,20,30,10,12,15,250,270,290,10,20,40,70,80,90,1000000,1500000,3000000,17,50,60,3,4.5,6,100,500,1000,5,20,40
