First Name,Last Name,Q1_s - 5% (0;inf) [m],Q1_s - 50% (0;inf) [m],Q1_s - 95% (0;inf) [m],Q2_s - 5% (0;inf) [n],Q2_s - 50% (0;inf) [n],Q2_s - 95% (0;inf) [n],Q3_s - 5% (0;100) [%],Q3_s - 50% (0;100) [%],Q3_s - 95% (0;100) [%],Q4_s - 5% (0;inf) [km2],Q4_s - 50% (0;inf) [km2],Q4_s - 95% (0;inf) [km2],Q5_s - 5% (0;inf) [%],Q5_s - 50% (0;inf) [%],Q5_s - 95% (0;inf) [%],Q6_s - 5% (0;inf) [ktons],Q6_s - 50% (0;inf) [ktons],Q6_s - 95% (0;inf) [ktons],Q7_s - 5% (0;inf) [degrees],Q7_s - 50% (0;inf) [degrees],Q7_s - 95% (0;inf) [degrees],Q8_s - 5% (0;100) [%],Q8_s - 50% (0;100) [%],Q8_s - 95% (0;100) [%],Q9_s - 5% (0;inf) [wt%],Q9_s - 50% (0;inf) [wt%],Q9_s - 95% (0;inf) [wt%],Q10_s - 5% (0;inf) [m3],Q10_s - 50% (0;inf) [m3],Q10_s - 95% (0;inf) [m3],Q11_s - 5% (0;inf) [%],Q11_s - 50% (0;inf) [%],Q11_s - 95% (0;inf) [%],Q12_s - 5% (0;100) [wt%],Q12_s - 50% (0;100) [wt%],Q12_s - 95% (0;100) [wt%],Q13_s - 5% (0;inf) [m],Q13_s - 50% (0;inf) [m],Q13_s - 95% (0;inf) [m],Q15_s - 5% (0;100) [%],Q15_s - 50% (0;100) [%],Q15_s - 95% (0;100) [%]
EXP20,,4.0e2,2.2e3,6.0e3,4.0e3,2.6e4,1.0e5,2.0e0,8.0e0,2.0e1,5.0e0,5.0e1,2.5e2,5.0e0,3.5e1,8.5e1,1.0e1,1.0e2,1.0e3,5.0e0,7.5e1,3.55e2,5.0e0,7.0e1,9.0e1,3.0e0,3.0e1,7.5e1,5.0e2,5.0e4,5.0e7,3.0e1,6.6e1,9.0e1,2.0e0,2.5e1,7.5e1,1.0e1,5.0e2,1.0e3,1.0e-1,7.0e0,3.3e1
