First Name,Last Name,Q1_s - 5% (0;inf) [m],Q1_s - 50% (0;inf) [m],Q1_s - 95% (0;inf) [m],Q2_s - 5% (0;inf) [n],Q2_s - 50% (0;inf) [n],Q2_s - 95% (0;inf) [n],Q3_s - 5% (0;100) [%],Q3_s - 50% (0;100) [%],Q3_s - 95% (0;100) [%],Q4_s - 5% (0;inf) [km2],Q4_s - 50% (0;inf) [km2],Q4_s - 95% (0;inf) [km2],Q5_s - 5% (0;100) [%],Q5_s - 50% (0;100) [%],Q5_s - 95% (0;100) [%],Q6_s - 5% (0;inf) [ktons],Q6_s - 50% (0;inf) [ktons],Q6_s - 95% (0;inf) [ktons],Q7_s - 5% (0;inf) [degrees],Q7_s - 50% (0;inf) [degrees],Q7_s - 95% (0;inf) [degrees],Q8_s - 5% (0;100) [%],Q8_s - 50% (0;100) [%],Q8_s - 95% (0;100) [%],Q9_s - 5% (0;inf) [wt%],Q9_s - 50% (0;inf) [wt%],Q9_s - 95% (0;inf) [wt%],Q10_s - 5% (0;inf) [m3],Q10_s - 50% (0;inf) [m3],Q10_s - 95% (0;inf) [m3],Q11_s - 5% (0;inf) [%],Q11_s - 50% (0;inf) [%],Q11_s - 95% (0;inf) [%],Q12_s - 5% (0;100) [wt%],Q12_s - 50% (0;100) [wt%],Q12_s - 95% (0;100) [wt%],Q13_s - 5% (0;inf) [m],Q13_s - 50% (0;inf) [m],Q13_s - 95% (0;inf) [m],Q15_s - 5% (0;100) [%],Q15_s - 50% (0;100) [%],Q15_s - 95% (0;100) [%]
exp9,,5400,5900,6100,800000,3000000,4000000,5,10,25,4000,8000,320000,50,95,99,0.1,1,15,240,300,360,20,35,60,20,40,70,100000,1000000,100000000,25,75,100,1,7,12,1000,3000,3500,8,15,40
